1574977805.705870,0
1574977805.811176,0
1574977805.917115,0
1574977806.021856,0
1574977806.128865,0
1574977806.235700,0
1574977806.341052,0
1574977806.445418,1
1574977806.549880,0
1574977806.653505,1
1574977806.756951,1
1574977806.859904,0
1574977806.963553,1
1574977807.068328,1
1574977807.171779,1
1574977807.276401,1
1574977807.381426,1
1574977807.485412,0
1574977807.588987,0
1574977807.693478,1
1574977807.796775,0
1574977807.900388,1
1574977808.008582,0
1574977808.112306,1
1574977808.216753,1
1574977808.319970,0
1574977808.424310,1
1574977808.528908,0
1574977808.632780,2
1574977808.736008,0
1574977808.840363,0
1574977808.943958,0
1574977809.052088,1
1574977809.155902,1
1574977809.259037,2
1574977809.363340,1
1574977809.468291,2
1574977809.575038,2
1574977809.684381,1
1574977809.789022,1
1574977809.892504,1
1574977809.995521,1
1574977810.098999,2
1574977810.202922,2
1574977810.306644,2
1574977810.410469,1
1574977810.514157,2
1574977810.617375,1
1574977810.720321,1
1574977810.824020,3
1574977810.927472,3
1574977811.030803,3
1574977811.133728,2
1574977811.237202,4
1574977811.340439,3
1574977811.444484,3
1574977811.547625,3
1574977811.651931,3
1574977811.755736,3
1574977811.860626,3
1574977811.963704,2
1574977812.067283,3
1574977812.171789,4
1574977812.276329,4
1574977812.380008,3
1574977812.483629,3
1574977812.590209,2
1574977812.693810,2
1574977812.797210,3
1574977812.900429,2
1574977813.005154,3
1574977813.108460,3
1574977813.212499,2
1574977813.316000,3
1574977813.420340,4
1574977813.524585,3
1574977813.628790,3
1574977813.732460,2
1574977813.836991,3
1574977813.940411,2
1574977814.044453,2
1574977814.148156,3
1574977814.252396,3
1574977814.356864,3
1574977814.459707,3
1574977814.565078,2
1574977814.667910,2
1574977814.772321,2
1574977814.875240,2
1574977814.979262,3
1574977815.082925,2
1574977815.186174,3
1574977815.289956,3
1574977815.397083,2
1574977815.500768,3
1574977815.604486,4
1574977815.709379,3
1574977815.813302,3
1574977815.916547,2
1574977816.021028,3
1574977816.126124,3
1574977816.230053,4
1574977816.334719,2
1574977816.439218,3
1574977816.543415,2
1574977816.647638,3
1574977816.752178,3
1574977816.856272,3
1574977816.960484,3
1574977817.068339,4
1574977817.171419,3
1574977817.274448,3
1574977817.377962,3
1574977817.481614,6
1574977817.584734,4
1574977817.689269,5
1574977817.793155,4
1574977817.896941,5
1574977818.000024,4
1574977818.103996,5
1574977818.207197,5
1574977818.309805,6
1574977818.414353,5
1574977818.518689,5
1574977818.621863,5
1574977818.725388,5
1574977818.829459,6
1574977818.932968,6
1574977819.036581,5
1574977819.139769,6
1574977819.244896,8
1574977819.349485,6
1574977819.455721,6
1574977819.560479,5
1574977819.664533,6
1574977819.768694,5
1574977819.872047,6
1574977819.980868,6
1574977820.084503,7
1574977820.188164,5
1574977820.291809,5
1574977820.396195,5
1574977820.499401,5
1574977820.602240,6
1574977820.705913,6
1574977820.809398,7
1574977820.912376,6
1574977821.015512,6
1574977821.119046,6
1574977821.223044,6
1574977821.327023,6
1574977821.431509,6
1574977821.535058,6
1574977821.638816,5
1574977821.742638,5
1574977821.846446,6
1574977821.949414,5
1574977822.053934,5
1574977822.158529,7
1574977822.262281,7
1574977822.366725,8
1574977822.470145,7
1574977822.573621,6
1574977822.677706,6
1574977822.781290,6
1574977822.884483,6
1574977822.987739,7
1574977823.091562,7
1574977823.194287,6
1574977823.298825,6
1574977823.401683,6
1574977823.505924,7
1574977823.611041,7
1574977823.714662,7
1574977823.818467,7
1574977823.922972,7
1574977824.026638,7
1574977824.131799,7
1574977824.235215,7
1574977824.338480,7
1574977824.442264,6
1574977824.545733,7
1574977824.649736,7
1574977824.753090,7
1574977824.857553,7
1574977824.961988,7
1574977825.065822,7
1574977825.169419,7
1574977825.273046,6
1574977825.376291,7
1574977825.481161,8
1574977825.586877,7
1574977825.690745,7
1574977825.795567,8
1574977825.899114,8
1574977826.001955,7
1574977826.107068,8
1574977826.209982,8
1574977826.313504,7
1574977826.417159,6
1574977826.522802,6
1574977826.626063,6
1574977826.729841,6
1574977826.833897,7
1574977826.937720,7
1574977827.041645,7
1574977827.145213,7
1574977827.249877,6
1574977827.362971,8
1574977827.466721,8
1574977827.571099,7
1574977827.674482,8
1574977827.777394,8
1574977827.881715,7
1574977827.984715,8
1574977828.089065,9
1574977828.193104,7
1574977828.296721,8
1574977828.399744,7
1574977828.503833,7
1574977828.609471,9
1574977828.716327,7
1574977828.820005,8
1574977828.924371,7
1574977829.029069,8
1574977829.133417,7
1574977829.239457,8
1574977829.343588,8
1574977829.446396,7
1574977829.555984,8
1574977829.659204,9
1574977829.763284,8
1574977829.867345,8
1574977829.970736,9
1574977830.074568,8
1574977830.177793,8
1574977830.281162,8
1574977830.384833,8
1574977830.489548,9
1574977830.593144,10
1574977830.696734,9
1574977830.802808,9
1574977830.906144,11
1574977831.009881,10
1574977831.114305,10
1574977831.219350,10
1574977831.323222,11
1574977831.426537,9
1574977831.531004,9
1574977831.634984,9
1574977831.739513,10
1574977831.843539,10
1574977831.946650,9
1574977832.050620,10
1574977832.154248,10
1574977832.258562,10
1574977832.364335,12
1574977832.467726,12
1574977832.571510,12
1574977832.674948,12
1574977832.778362,12
1574977832.882253,12
1574977832.986954,11
1574977833.091758,11
1574977833.196124,12
1574977833.299533,10
1574977833.402705,14
1574977833.505881,12
1574977833.610184,11
1574977833.714266,13
1574977833.817334,12
1574977833.928843,11
1574977834.032342,11
1574977834.136447,15
1574977834.240301,23
1574977834.343267,12
1574977834.447660,11
1574977834.550959,12
1574977834.654446,11
1574977834.759250,11
1574977834.862593,12
1574977834.966212,11
1574977835.070438,11
1574977835.173992,12
1574977835.277732,12
1574977835.382000,13
1574977835.485496,15
1574977835.590282,12
1574977835.693581,14
1574977835.796705,13
1574977835.900964,14
1574977836.004755,16
1574977836.107896,16
1574977836.211399,14
1574977836.314978,14
1574977836.418795,14
1574977836.522082,14
1574977836.625032,15
1574977836.728073,15
1574977836.832167,14
1574977836.936376,14
1574977837.042268,15
1574977837.145441,14
1574977837.251003,17
1574977837.355143,14
1574977837.459021,13
1574977837.563359,13
1574977837.667642,14
1574977837.771038,14
1574977837.874105,15
1574977837.977602,16
1574977838.082307,17
1574977838.186095,17
1574977838.291347,17
1574977838.394700,16
1574977838.500120,15
1574977838.604307,14
1574977838.708640,15
1574977838.812408,15
1574977838.917548,15
1574977839.021378,15
1574977839.124455,15
1574977839.228448,15
1574977839.332671,14
1574977839.437007,14
1574977839.541254,16
1574977839.645305,14
1574977839.749739,14
1574977839.853178,14
1574977839.957787,14
1574977840.062040,14
1574977840.166747,13
1574977840.270381,13
1574977840.374870,13
1574977840.478946,13
1574977840.584342,14
1574977840.688386,14
1574977840.791696,13
1574977840.895805,13
1574977841.000041,13
1574977841.103757,14
1574977841.207527,14
1574977841.313297,13
1574977841.418309,14
1574977841.521557,15
1574977841.625126,14
1574977841.728289,14
1574977841.832028,15
1574977841.935950,15
1574977842.039393,16
1574977842.143060,16
1574977842.246952,16
1574977842.350729,15
1574977842.455298,16
1574977842.558969,15
1574977842.662463,18
1574977842.766045,16
1574977842.869513,15
1574977842.973611,15
1574977843.077254,13
1574977843.180949,14
1574977843.284462,14
1574977843.387982,16
1574977843.492130,14
1574977843.595079,14
1574977843.698343,16
1574977843.802771,14
1574977843.907138,14
1574977844.010641,14
1574977844.114005,14
1574977844.217201,15
1574977844.320370,14
1574977844.424950,14
1574977844.530882,14
1574977844.634856,14
1574977844.738910,16
1574977844.842270,15
1574977844.945527,17
1574977845.059496,17
1574977845.163603,16
1574977845.267504,17
1574977845.372443,15
1574977845.476416,15
1574977845.582302,15
1574977845.685700,16
1574977845.790511,16
1574977845.896325,16
1574977846.000922,17
1574977846.104388,17
1574977846.208384,17
1574977846.315147,17
1574977846.418563,18
1574977846.522915,17
1574977846.626908,18
1574977846.731198,17
1574977846.835000,16
1574977846.938640,16
1574977847.041906,17
1574977847.144562,17
1574977847.247736,17
1574977847.352066,19
1574977847.455874,19
1574977847.560586,19
1574977847.664866,18
1574977847.767825,18
1574977847.871891,18
1574977847.976012,18
1574977848.079626,18
1574977848.183573,18
1574977848.286924,18
1574977848.390889,18
1574977848.494463,19
1574977848.600521,18
1574977848.704300,18
1574977848.809071,19
1574977848.912983,19
1574977849.016031,18
1574977849.119486,19
1574977849.223839,19
1574977849.327360,17
1574977849.432645,17
1574977849.539103,18
1574977849.642507,18
1574977849.746113,17
1574977849.850924,17
1574977849.953941,17
1574977850.058514,18
1574977850.162547,19
1574977850.266448,18
1574977850.370518,18
1574977850.474916,21
1574977850.578293,19
1574977850.684516,18
1574977850.790926,17
1574977850.893942,17
1574977850.997356,18
1574977851.100447,18
1574977851.204256,18
1574977851.308001,20
1574977851.411712,20
1574977851.516011,20
1574977851.622263,20
1574977851.725777,19
1574977851.829435,20
1574977851.933683,18
1574977852.039458,19
1574977852.144802,17
1574977852.249047,19
1574977852.353827,19
1574977852.459310,19
1574977852.565349,21
1574977852.670130,18
1574977852.774747,18
1574977852.878129,18
1574977852.986985,15
1574977853.092644,15
1574977853.196554,16
1574977853.301432,17
1574977853.406057,17
1574977853.511403,16
1574977853.616805,17
1574977853.722202,16
1574977853.827762,14
1574977853.932825,14
1574977854.038160,15
1574977854.142925,15
1574977854.248445,17
1574977854.354248,15
1574977854.459505,16
1574977854.565070,14
1574977854.670745,17
1574977854.774690,14
1574977854.880679,14
1574977854.985195,13
1574977855.089479,14
1574977855.193891,15
1574977855.302475,15
1574977855.406870,17
1574977855.521804,14
1574977855.624898,14
1574977855.728860,15
